"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/23 5:17:16 PM AST","A3N5AYGFY2ZBIV","True","True","False","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A3N5AYGFY2ZBIV"
"2021/08/23 5:19:55 PM AST","A2HZS5I5HHGYBG","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","B","A","B","A2HZS5I5HHGYBG"
"2021/08/23 5:24:59 PM AST","A2E9R4T8EOKH90","True","True","False","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","B","B","B","Tomato","Tomato","None","Tomato","Lettuce","Lettuce","Tomato","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Lettuce","Plate","None","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A2E9R4T8EOKH90"
"2021/08/23 5:25:02 PM AST","A28ZQT5WXSMIED","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","Plate","Lettuce","Plate","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A28ZQT5WXSMIED"
"2021/08/23 5:25:04 PM AST","A11MDC645PVR68","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","A","Tomato","Plate","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Plate","Tomato","Plate","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Plate","B","B","A","A11MDC645PVR68"
"2021/08/23 5:26:39 PM AST","AG707KZT39EZU","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","Tomato","Plate","Tomato","Tomato","Tomato","Lettuce","Tomato","B","B","B","AG707KZT39EZU"
"2021/08/23 5:26:51 PM AST","A21BXUX6FXMFK2","True","True","True","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Square goal","A","A","B","None","Lettuce","Lettuce","Plate","None","Lettuce","Plate","Tomato","None","None","Lettuce","None","Tomato","None","None","Plate","Tomato","Plate","Plate","Tomato","None","Plate","Lettuce","Tomato","Plate","Lettuce","None","Plate","Tomato","Tomato","Tomato","Plate","None","Plate","None","None","A","B","A","A21BXUX6FXMFK2"
"2021/08/23 5:27:15 PM AST","A339Z953OK0S9N","True","True","True","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Plate","Plate","Plate","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","Plate","Plate","Plate","None","None","None","Plate","None","Plate","Lettuce","None","Plate","Lettuce","None","None","Plate","None","None","Plate","Plate","Tomato","Plate","None","B","A","A","A339Z953OK0S9N"
"2021/08/23 5:27:25 PM AST","ASRRU7M8IXZ3E","True","False","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","B","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","None","Plate","Plate","None","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","None","Tomato","Tomato","None","Plate","Lettuce","Tomato","B","A","B","ASRRU7M8IXZ3E"
"2021/08/23 5:28:00 PM AST","A1Q665GIYFAGTL","True","True","True","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","Square goal","A","B","A","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","None","Plate","Plate","None","None","Tomato","None","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","None","Tomato","A","A","B","A1Q665GIYFAGTL"
"2021/08/23 5:29:55 PM AST","A24Y0CLGJEKV59","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","B","A","B","A24Y0CLGJEKV59"
"2021/08/23 5:32:32 PM AST","A1YLI65633VMA0","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","A","B","Lettuce","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Plate","Tomato","Tomato","Tomato","Tomato","Plate","Tomato","A","B","B","A1YLI65633VMA0"
"2021/08/23 5:34:03 PM AST","A2A2PJA9AFQPSD","True","True","False","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Tomato","Plate","Lettuce","B","A","A","A2A2PJA9AFQPSD"
"2021/08/23 5:35:22 PM AST","A373JYH4QZ4OHA","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Tomato","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Plate","Plate","Plate","Tomato","Plate","Tomato","Lettuce","Plate","B","A","A","A373JYH4QZ4OHA"
"2021/08/23 5:36:40 PM AST","A3SYODL1OZWHWZ","False","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","Lettuce","None","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","B","A","B","A3SYODL1OZWHWZ"
"2021/08/23 5:40:06 PM AST","AJC73W17I2EUM","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","AJC73W17I2EUM"
"2021/08/23 5:40:16 PM AST","A29VJ19829ZS48","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","B","B","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Plate","Tomato","Plate","Plate","Plate","None","Tomato","Tomato","None","Plate","Lettuce","None","Plate","Plate","None","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","B","B","A29VJ19829ZS48"
"2021/08/23 5:41:01 PM AST","A2L1JN2GTW1048","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Plate","Tomato","Plate","Plate","Tomato","None","Plate","Tomato","None","Plate","Lettuce","None","Tomato","Tomato","Plate","Tomato","Tomato","Plate","Plate","Lettuce","Tomato","B","A","B","A2L1JN2GTW1048"
"2021/08/23 5:41:21 PM AST","A3NNN25F4D96V7","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","None","Lettuce","None","Plate","None","None","Plate","Plate","Tomato","Lettuce","Tomato","Tomato","Plate","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Plate","Plate","None","Plate","Plate","Tomato","Lettuce","None","A","A","A","A3NNN25F4D96V7"
